Name,ProductKey,Description,Picture,Product sections,Type,vyzn.catalogue.Density,vyzn.catalogue.ch.KBOB2022.UBPTotal,vyzn.catalogue.ch.KBOB2022.UBPProduction,vyzn.catalogue.ch.KBOB2022.UBPDisposal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyTotal,vyzn.catalogue.ch.KBOB2022.RenewableEnergyProduction,vyzn.catalogue.ch.KBOB2022.RenewableEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GreyEnergyTotal,vyzn.catalogue.ch.KBOB2022.GreyEnergyProduction,vyzn.catalogue.ch.KBOB2022.GreyEnergyDisposal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsTotal,vyzn.catalogue.ch.KBOB2022.GHGEmissionsProduction,vyzn.catalogue.ch.KBOB2022.GHGEmissionsDisposal,vyzn.catalogue.ch.KBOB2022.LCARefUnit,vyzn.catalogue.ch.KBOB2022.BiogenicCarbon,KBOB REF,vyzn.catalogue.SourceENV
"07.010 Massivholz Fichte / Tanne / Lärche, luftgetr., gehobelt",KBOB2022-07.010,,,,MATERIAL_LIST,485,400.0,337.0,62.9,5.21,5.21,0.00599,0.673,0.584,0.0888,0.156,0.117,0.039,kg,0,C6FE17BA-12BD-4454-B0F0-74CA8C665D6B,KBOB 2022 V4
"07.010.01 Massivholz Fichte / Tanne / Lärche, luftgetr., gehobelt, Produktion Schweiz",KBOB2022-07.010.01,,,,MATERIAL_LIST,485,385.0,322.0,62.9,5.11,5.1,0.00599,0.633,0.544,0.0888,0.142,0.103,0.039,kg,0.41,0AABF430-9178-4975-8390-B4C585739DE2,KBOB 2022 V4
"07.009 Massivholz Fichte / Tanne / Lärche, luftgetrocknet, rau",KBOB2022-07.009,,,,MATERIAL_LIST,485,316.0,254.0,62.9,4.98,4.97,0.00599,0.509,0.42,0.0888,0.129,0.0904,0.039,kg,0,EB82F166-04B1-49F0-A586-FD8F92824196,KBOB 2022 V4
"07.009.01 Massivholz Fichte / Tanne / Lärche, luftgetrocknet, rau, Produktion Schweiz",KBOB2022-07.009.01,,,,MATERIAL_LIST,485,306.0,243.0,62.9,4.88,4.87,0.00599,0.478,0.389,0.0888,0.12,0.0809,0.039,kg,0.41,ADBDB232-AC94-49B1-9EB6-652076C22BAB,KBOB 2022 V4
"07.012 Mitteldichte Faserplatte (MDF), UF-gebunden",KBOB2022-07.012,,,,MATERIAL_LIST,685,1540.0,1420.0,128.0,5.85,5.84,0.00616,4.47,4.37,0.102,0.954,0.854,0.1,kg,0,962B816C-DBD4-445F-8392-E4F8532069C8,KBOB 2022 V4
"07.013 OSB Platte, PF-gebunden, Feuchtbereich",KBOB2022-07.013,,,,MATERIAL_LIST,605,1030.0,921.0,106.0,8.26,8.25,0.00611,2.71,2.61,0.0976,0.563,0.483,0.0798,kg,0,BD66B05D-27E3-4ADF-85A2-E0ABBBA686A5,KBOB 2022 V4
07.024 Röhrenspanplatte,KBOB2022-07.024,,,,MATERIAL_LIST,272,1340.0,1230.0,106.0,6.89,6.88,0.00611,3.65,3.55,0.0976,0.813,0.733,0.0798,kg,0,2ec4e1b4-5694-4169-b734-b38c2365aaac,KBOB 2022 V4
"07.015 Spanplatte, PF-gebunden, Feuchtbereich",KBOB2022-07.015,,,,MATERIAL_LIST,640,886.0,780.0,106.0,4.36,4.36,0.00611,2.56,2.46,0.0976,0.529,0.45,0.0798,kg,0,F54AEECA-7B3B-4ACE-B4CB-88527B1C903C,KBOB 2022 V4
"07.016 Spanplatte, UF-gebunden, beschichtet, Trockenbereich",KBOB2022-07.016,,,,MATERIAL_LIST,640,1210.0,1090.0,122.0,4.69,4.68,0.00614,3.7,3.6,0.0985,0.735,0.641,0.0945,kg,0,FB830352-0350-46F9-BF46-73733C576386,KBOB 2022 V4
"07.014 Spanplatte, UF-gebunden, Trockenbereich",KBOB2022-07.014,,,,MATERIAL_LIST,640,886.0,780.0,106.0,4.36,4.36,0.00611,2.56,2.46,0.0976,0.529,0.45,0.0798,kg,0,E88CFF0D-059B-4E8A-93BC-A4E3A917A2F6,KBOB 2022 V4
"07.018 Sperrholz/Multiplex, PF-gebunden, Feuchtbereich",KBOB2022-07.018,,,,MATERIAL_LIST,500,2870.0,2760.0,106.0,10.0,10.0,0.00611,6.94,6.84,0.0976,1.43,1.35,0.0798,kg,0,32B17B00-83C9-412F-899B-03B8DB3781BF,KBOB 2022 V4
"07.017 Sperrholz/Multiplex, UF-gebunden, Trockenbereich",KBOB2022-07.017,,,,MATERIAL_LIST,500,2140.0,2030.0,106.0,9.99,9.99,0.00611,4.7,4.6,0.0976,0.948,0.868,0.0798,kg,0,55C3FB36-27C5-40BB-B51C-715C9F2984FE,KBOB 2022 V4
"07.019 Stabschichtholz, Buche",KBOB2022-07.019,,,,MATERIAL_LIST,0,,,,,,,,,,,,,,,134906e4-dbd4-42e3-828c-e819fea6a651,KBOB 2022 V4
"07.019.01 Stabschichtholz, Buche, fagus",KBOB2022-07.019.01,,,,MATERIAL_LIST,700,1010.0,926.0,84.4,9.46,9.46,0.00691,1.86,1.75,0.108,0.367,0.306,0.0615,kg,0.48,9b25432d-40ef-4f3b-8c5b-7104ad4b6d52,KBOB 2022 V4
08.001 2-Komponenten Klebstoff,KBOB2022-08.001,,,,MATERIAL_LIST,1500,10100.0,9910.0,236.0,0.354,0.351,0.0022,24.3,24.2,0.0558,4.84,4.65,0.187,kg,0,21330D47-1D7A-36C8-7F0E-CB11F4CB2767,KBOB 2022 V4
08.002 Heissbitumen,KBOB2022-08.002,,,,MATERIAL_LIST,1000,2040.0,1800.0,236.0,0.0644,0.0622,0.0022,15.0,14.9,0.0558,1.09,0.906,0.187,kg,0,CA0CC8C0-0CF0-4DE4-A9E8-C3B416365119,KBOB 2022 V4
08.003 Kautschukdichtungsmasse,KBOB2022-08.003,,,,MATERIAL_LIST,1500,6870.0,6630.0,236.0,0.287,0.285,0.0022,24.4,24.4,0.0558,2.42,2.23,0.187,kg,0,9831C103-3AC5-439B-9BF1-3C1976328C98,KBOB 2022 V4
08.004 Polysulfiddichtungsmasse,KBOB2022-08.004,,,,MATERIAL_LIST,1600,2890.0,2660.0,236.0,0.413,0.41,0.0022,7.8,7.75,0.0558,1.72,1.53,0.187,kg,0,0732FA24-108B-41A5-A86B-71ADB88B5F21,KBOB 2022 V4
08.005 Silicon-Fugenmasse,KBOB2022-08.005,,,,MATERIAL_LIST,1000,4570.0,4340.0,236.0,1.86,1.86,0.0022,14.5,14.4,0.0558,2.91,2.72,0.187,kg,0,85E73CA0-F8D0-4F4D-BA4F-074E3BBD8A31,KBOB 2022 V4
09.001 Dampfbremse bituminös,KBOB2022-09.001,,,,MATERIAL_LIST,1100,5220.0,2790.0,2430.0,0.66,0.645,0.0144,13.5,13.2,0.266,3.64,1.31,2.33,kg,0,01CD6F3D-BD57-4002-A3FB-6CD6DF5868D7,KBOB 2022 V4
09.002 Dampfbremse Polyethylen (PE),KBOB2022-09.002,,,,MATERIAL_LIST,920,6930.0,4120.0,2810.0,0.855,0.844,0.0108,24.8,24.6,0.209,5.42,2.75,2.67,kg,0,5155BF82-EBE7-4FE9-A0C3-3B52FF372827,KBOB 2022 V4
09.003 Dichtungsbahn bituminös,KBOB2022-09.003,,,,MATERIAL_LIST,1100,4350.0,1920.0,2430.0,0.27,0.255,0.0144,12.3,12.0,0.266,3.33,1.0,2.33,kg,0,7BA5DD3A-06EF-4108-853B-3687B698FF22,KBOB 2022 V4
"09.003.11 Bituminöse Dichtungsbahn, swissporBIKUPLAN ECO",KBOB2022-09.003.11,,,,MATERIAL_LIST,1267,3510.0,1080.0,2430.0,0.223,0.209,0.0144,6.13,5.86,0.266,2.92,0.588,2.33,kg,0.00,7734C0C2-7D2F-4604-A1A8-D8CB9E7310C7,KBOB 2022 V4
"09.003.01 Bituminöse Dichtungsbahn, swissporBIKUTOP",KBOB2022-09.003.01,,,,MATERIAL_LIST,1269,4060.0,1630.0,2430.0,0.242,0.227,0.0144,10.3,10.0,0.266,3.24,0.907,2.33,kg,0.00,8363831F-FB86-4CDD-B1F2-138E478F34B0,KBOB 2022 V4
"09.003.02 Bituminöse Dichtungsbahn, swissporBIKUTOP ECO",KBOB2022-09.003.02,,,,MATERIAL_LIST,1256,3420.0,983.0,2430.0,0.22,0.206,0.0144,5.54,5.27,0.266,2.88,0.55,2.33,kg,0.00,3734EA52-A3C5-4A05-A040-03322A348AE1,KBOB 2022 V4
"09.003.03 Bituminöse Dichtungsbahn, swissporBIKUTOP",KBOB2022-09.003.03,,,,MATERIAL_LIST,1269,4060.0,1630.0,2430.0,0.242,0.227,0.0144,10.3,10.0,0.266,3.24,0.907,2.33,kg,0.00,BA1409B5-8AC0-4016-9AC1-E3AFC2D20C52,KBOB 2022 V4
